,form_submission,form_created,embed_form_in_notion_click,subscribed,form_saved,create_form_database_chosen,open_form_click,edit_form_click,save_form_click,create_form_click,paid_plans_buy_pro_click,nav_pricing_click,paying,cluster
24934.0,2,1,0,0,4,1,5,6,4,1,0,1,0,0
24944.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26639.0,0,1,2,0,2,2,0,3,2,4,0,1,0,0
14856.0,0,5,1,0,7,11,0,10,7,10,0,0,0,0
14982.0,0,1,0,0,2,2,1,2,2,2,0,4,0,0
17287.0,0,2,2,0,19,2,1,24,21,2,0,0,0,0
17845.0,0,0,0,0,4,0,0,7,4,0,0,0,0,0
21864.0,0,2,1,0,1,6,0,0,1,6,0,0,0,0
24894.0,0,1,0,0,0,2,0,0,0,4,0,1,0,0
24954.0,2,0,0,1,5,0,1,5,5,0,2,0,0,0
24956.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15035.0,2,3,2,1,15,2,0,17,17,1,0,1,0,0
18821.0,2,1,1,0,2,2,1,3,2,2,0,0,0,0
17274.0,0,2,2,0,6,6,0,10,8,1,0,0,0,0
17290.0,0,4,3,0,0,9,2,0,0,2,0,2,0,0
14255.0,0,2,0,1,1,4,0,2,1,1,1,3,0,0
18761.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
18768.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16915.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17028.0,0,7,0,1,16,18,1,20,16,14,1,1,0,0
18401.0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
18664.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18666.0,0,2,2,0,3,8,0,6,3,3,0,2,0,0
14261.0,0,2,0,0,1,4,3,2,1,1,0,0,0,0
18765.0,0,3,0,1,5,4,0,5,5,4,1,2,0,0
17616.0,0,0,1,0,14,1,4,12,14,3,0,0,0,0
17992.0,1,2,2,0,0,2,1,1,0,2,0,0,0,0
18627.0,0,2,2,0,6,4,2,6,6,1,0,0,0,0
25652.0,1,3,3,0,15,7,7,21,18,9,0,1,0,0
17497.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
20655.0,0,2,0,0,3,2,0,3,3,2,0,0,0,0
20841.0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
19578.0,1,2,2,0,3,4,0,3,3,0,0,0,0,0
19621.0,0,1,0,0,0,4,0,1,0,0,0,0,0,0
16705.0,0,0,0,0,3,0,1,4,3,0,0,0,0,0
17488.0,0,5,1,0,0,9,0,4,0,12,0,1,0,0
19616.0,0,0,0,0,2,0,1,2,2,0,0,0,0,0
19618.0,1,1,1,0,1,1,0,2,1,0,0,0,0,0
19330.0,2,1,0,0,1,2,4,1,1,2,0,1,0,0
15308.0,0,1,1,0,4,1,0,4,4,0,0,0,0,0
15353.0,0,1,1,0,2,2,0,3,2,0,0,0,0,0
15305.0,0,1,1,0,0,3,0,1,0,1,0,2,0,0
16632.0,0,1,1,0,2,1,0,2,2,0,0,0,0,0
16633.0,0,1,1,0,3,0,0,4,5,0,0,0,0,0
23074.0,0,6,0,0,1,13,0,4,1,8,0,0,0,0
23080.0,0,1,0,0,1,1,0,2,1,1,0,0,0,0
23082.0,0,0,1,0,2,0,0,2,2,0,0,0,0,0
23083.0,1,0,0,0,2,0,0,2,2,0,0,0,0,0
16714.0,3,3,1,0,4,5,0,6,4,2,0,1,0,0
18698.0,0,1,0,0,0,3,0,0,0,1,2,0,0,0
17925.0,2,1,0,0,0,2,0,0,0,4,0,0,0,0
20528.0,5,1,1,0,0,3,0,6,0,4,0,0,0,0
21503.0,1,2,0,0,2,7,1,2,2,7,0,0,0,0
21518.0,0,0,0,0,0,3,0,0,0,4,0,0,0,0
24603.0,1,1,0,0,5,1,0,4,5,0,0,0,0,0
24604.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24606.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21496.0,0,1,0,0,2,3,2,3,2,1,0,0,0,0
24505.0,0,1,0,0,0,3,0,0,0,2,0,0,0,0
24596.0,1,0,0,0,2,0,0,5,2,0,0,0,0,0
24597.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
23703.0,1,2,0,0,0,4,0,2,0,4,0,1,0,0
19194.0,2,1,0,0,5,2,2,8,5,0,0,0,0,0
20230.0,31,0,0,0,0,0,0,2,0,0,0,0,0,0
20294.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
15309.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16646.0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
16744.0,0,1,0,0,5,1,1,7,5,1,0,0,0,0
25371.0,0,1,1,0,15,1,1,17,15,1,1,2,0,0
25438.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
25439.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16307.0,0,4,4,0,10,8,2,13,10,10,0,6,0,0
23760.0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
23762.0,0,3,1,0,4,6,0,5,4,5,0,0,0,0
16290.0,0,2,0,0,3,10,0,4,4,7,0,2,0,0
16302.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
16311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21955.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
21987.0,1,1,1,0,1,1,1,1,1,0,0,1,0,0
15205.0,1,3,0,0,0,7,1,1,0,2,0,0,0,0
15366.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16434.0,0,0,1,0,3,1,0,4,3,1,0,0,0,0
16498.0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
16501.0,0,0,0,0,0,9,0,0,0,7,0,2,0,0
16504.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
16505.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21046.0,6,1,0,0,8,4,6,9,8,3,0,2,0,0
25128.0,1,1,0,0,5,4,3,6,5,5,0,0,0,0
25620.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
26083.0,1,0,0,0,2,0,0,2,2,0,0,0,0,0
26107.0,0,2,0,0,0,6,0,0,0,1,0,0,0,0
26205.0,0,1,1,0,2,1,0,3,4,0,0,0,0,0
14780.0,0,2,0,0,0,8,0,2,0,9,0,1,0,0
15633.0,0,1,1,0,1,3,0,1,1,1,0,0,0,0
16381.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26485.0,1,1,0,0,0,1,1,0,0,2,0,0,0,0
26570.0,0,2,2,0,2,6,0,2,2,3,0,0,0,0
26192.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
26194.0,1,1,2,0,1,2,0,1,1,2,0,0,0,0
15160.0,0,1,0,1,20,1,6,20,20,0,2,2,0,0
15303.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15460.0,0,2,1,0,0,3,4,1,0,7,0,0,0,0
15619.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
15626.0,0,2,0,0,0,2,0,2,0,2,0,0,0,0
16783.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16784.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15592.0,0,6,2,0,3,6,0,6,3,5,0,0,0,0
21831.0,2,0,0,0,3,0,0,5,3,0,0,0,0,0
22187.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22015.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22016.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
22017.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
22018.0,0,2,3,0,9,7,2,11,10,4,0,1,0,0
19467.0,2,0,0,0,4,0,1,6,4,0,0,0,0,0
20342.0,1,2,3,0,0,3,0,0,0,1,0,0,0,0
20347.0,0,0,3,0,4,0,1,5,5,0,0,1,0,0
20349.0,0,1,1,0,0,1,0,1,0,3,0,0,0,0
23540.0,0,0,0,0,0,2,0,0,0,1,0,1,0,0
15428.0,0,1,0,0,4,1,0,5,6,0,0,0,0,0
16025.0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
16026.0,0,2,0,0,5,3,0,6,5,1,0,0,0,0
17196.0,0,0,0,0,0,5,0,0,0,3,0,0,0,0
20153.0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
20335.0,0,5,3,0,2,5,0,3,2,5,0,0,0,0
20345.0,2,1,0,0,1,1,0,2,1,0,0,0,0,0
23188.0,0,0,0,0,3,0,1,3,3,0,0,0,0,0
16906.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14420.0,0,0,1,1,1,0,2,2,1,0,0,0,0,0
21396.0,0,1,1,0,1,1,0,1,1,1,1,1,0,0
13801.0,0,1,1,0,5,0,0,5,9,4,0,0,0,0
13825.0,0,1,0,0,3,0,5,4,3,3,0,0,0,0
13782.0,0,1,2,0,1,0,0,1,1,0,0,0,0,0
13828.0,0,1,9,0,20,0,2,21,20,0,0,1,0,0
14833.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
21456.0,2,5,5,1,10,9,9,26,12,9,2,1,0,0
22050.0,0,0,0,0,3,0,0,2,3,0,0,0,0,0
22325.0,4,3,1,0,4,7,0,6,4,7,0,0,0,0
14175.0,0,1,0,0,1,2,0,1,1,2,0,0,0,0
14178.0,0,1,2,0,1,4,0,2,1,0,0,0,0,0
17632.0,0,1,0,0,10,3,5,11,10,3,0,1,0,0
19818.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19835.0,0,2,2,0,3,2,0,2,3,4,0,0,0,0
19836.0,4,1,1,0,4,1,1,4,4,0,0,0,0,0
19838.0,0,1,0,0,0,2,0,0,0,1,0,0,0,0
22338.0,0,1,0,0,1,1,0,4,1,0,0,0,0,0
22572.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
22580.0,0,8,1,0,12,15,0,15,12,14,0,0,0,0
22587.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
15576.0,0,11,11,0,0,16,2,0,0,12,0,0,0,0
15655.0,0,1,2,0,3,2,0,3,3,0,0,0,0,0
19286.0,1,1,1,0,0,4,0,1,0,6,0,0,0,0
19833.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18230.0,1,1,1,0,1,2,1,1,1,0,0,0,0,0
20852.0,1,1,2,0,6,1,1,7,7,1,0,0,0,0
18011.0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
24725.0,0,1,0,0,0,2,0,0,0,2,0,0,0,0
25088.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
25482.0,0,1,1,0,10,3,1,14,12,1,0,1,0,0
25539.0,1,2,2,0,2,3,1,4,2,9,0,2,0,0
24034.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
24053.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24174.0,0,1,1,0,3,1,0,3,3,1,0,0,0,0
24237.0,0,1,0,0,0,1,2,2,0,1,0,1,0,0
24967.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
25384.0,1,1,0,0,3,3,1,5,3,8,0,0,0,0
25536.0,2,2,1,0,4,11,0,8,7,4,0,1,0,0
25662.0,2,3,1,0,2,13,4,3,2,3,0,1,0,0
25663.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24019.0,0,1,0,0,0,1,1,1,0,1,0,1,0,0
21223.0,0,0,0,0,3,0,0,3,3,0,0,2,0,0
21224.0,2,2,3,0,9,7,3,9,9,4,0,0,0,0
21225.0,0,1,1,0,1,5,0,2,1,3,0,0,0,0
17729.0,0,1,0,0,1,1,0,4,1,1,0,1,0,0
19787.0,0,1,0,0,0,4,0,1,0,1,0,1,0,0
20997.0,2,5,2,0,13,15,0,17,13,16,0,0,0,0
21144.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21226.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21529.0,0,1,1,0,8,1,0,8,9,2,0,0,0,0
21530.0,0,1,1,0,3,2,0,3,3,0,0,0,0,0
19906.0,3,1,0,0,5,1,2,6,5,1,0,0,0,0
19704.0,0,1,0,0,2,1,0,3,2,1,0,1,0,0
24024.0,0,2,4,0,3,2,2,5,3,1,0,0,0,0
24485.0,1,0,0,0,0,0,0,0,0,6,0,0,0,0
24490.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
24496.0,0,1,0,0,2,2,0,2,2,1,0,0,0,0
19442.0,0,1,1,0,7,1,0,8,8,2,0,0,0,0
19448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17926.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
17938.0,0,1,0,0,0,7,1,0,0,8,0,0,0,0
17941.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24487.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24489.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
19452.0,3,1,0,0,4,2,1,9,4,1,0,0,0,0
19453.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
15409.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
19218.0,0,1,0,0,1,4,0,3,1,0,0,0,0,0
19221.0,0,1,0,0,2,2,2,2,2,0,0,0,0,0
19222.0,0,6,3,0,5,14,0,6,7,9,0,0,0,0
19223.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
18514.0,3,1,0,0,8,1,10,9,8,1,0,0,0,0
18958.0,15,2,1,0,5,3,5,9,6,2,0,0,0,0
19962.0,0,2,1,0,4,2,0,6,5,3,0,0,0,0
23704.0,0,3,1,0,5,8,4,15,5,6,0,0,0,0
25385.0,3,12,17,0,25,20,6,43,25,32,0,0,0,2
25696.0,1,3,7,0,5,5,0,6,5,3,0,0,0,0
25762.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14402.0,0,1,0,1,4,5,0,5,5,1,1,0,0,0
19879.0,0,1,2,0,0,1,0,4,0,1,0,0,0,0
19949.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19985.0,0,1,0,1,4,1,1,5,8,0,1,1,0,0
15601.0,0,1,2,0,6,1,0,11,6,0,0,0,0,0
23701.0,2,2,2,0,1,4,0,7,2,2,0,0,0,0
25720.0,2,0,0,0,2,0,2,2,2,0,0,0,0,0
25781.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
19219.0,1,0,1,0,0,0,0,3,0,0,0,0,0,0
18517.0,0,1,1,0,1,13,3,3,1,2,0,0,0,0
13773.0,0,1,0,0,3,0,9,4,3,2,0,0,0,0
14912.0,0,2,0,0,5,2,0,5,5,4,0,0,0,0
18200.0,0,1,0,0,0,2,0,0,0,1,0,0,0,0
24820.0,0,1,0,0,2,5,0,2,2,2,0,0,0,0
19300.0,0,16,1,0,1,16,0,1,1,16,0,0,0,0
14803.0,0,3,0,0,1,6,0,3,1,4,0,0,0,0
16077.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17588.0,0,1,0,0,3,1,1,3,3,0,0,0,0,0
18198.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14910.0,0,1,1,0,2,2,0,2,2,0,0,0,0,0
21579.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17589.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24310.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
24311.0,2,1,1,0,0,1,0,3,0,0,0,1,0,0
17231.0,1,0,1,0,2,0,3,7,2,1,0,0,0,0
25478.0,0,1,0,0,0,3,0,1,0,1,0,1,0,0
25491.0,0,1,0,0,2,1,1,2,2,2,0,0,0,0
25562.0,0,2,0,0,4,3,3,4,4,2,0,0,0,0
24410.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26504.0,6,4,0,0,2,11,4,2,2,3,0,0,0,0
18561.0,6,1,1,0,1,1,8,2,1,1,0,0,0,0
17220.0,0,2,1,0,1,2,0,3,1,1,0,1,0,0
18283.0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
18376.0,1,0,1,0,5,0,2,6,5,1,0,1,0,0
18422.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
26456.0,0,3,7,1,21,4,1,21,21,4,0,0,0,0
26503.0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
23647.0,1,1,1,0,4,2,2,5,5,0,0,0,0,0
25476.0,0,1,2,0,8,1,0,8,8,1,0,0,0,0
25569.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17266.0,0,0,2,0,1,0,0,2,1,0,0,0,0,0
17267.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
19235.0,1,1,0,0,7,3,0,6,7,0,0,0,0,0
19238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16570.0,0,1,3,0,3,6,0,3,3,2,0,0,0,0
19746.0,7,1,0,0,49,3,0,51,49,1,0,1,0,2
20814.0,1,3,1,0,6,4,1,9,6,4,0,0,0,0
25055.0,0,1,1,0,1,2,0,1,1,1,0,0,0,0
25058.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15118.0,0,1,0,0,0,3,0,0,0,0,0,1,0,0
19382.0,1,1,1,0,3,4,1,6,3,2,0,1,0,0
20808.0,0,0,0,0,3,0,0,3,3,0,0,0,0,0
20809.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22304.0,1,1,0,0,7,3,2,7,8,0,0,0,0,0
25049.0,0,1,2,0,2,1,5,2,2,0,0,0,0,0
25054.0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
25060.0,1,1,0,0,0,2,0,0,0,3,0,0,0,0
16606.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
19650.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26687.0,2,1,1,0,2,1,0,2,2,0,0,0,0,0
26716.0,0,4,1,0,16,10,0,20,17,6,0,0,0,0
14893.0,0,4,7,0,7,16,2,16,7,10,0,0,0,0
14899.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
26579.0,1,1,0,0,7,2,3,7,7,0,0,0,0,0
26726.0,2,1,0,0,0,2,0,0,0,2,0,0,0,0
14892.0,0,2,1,0,5,5,0,7,5,4,0,0,0,0
14894.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16485.0,0,2,3,0,9,3,0,9,9,1,0,0,0,0
16604.0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
19010.0,0,0,0,0,1,0,0,2,1,0,0,1,0,0
14393.0,0,1,0,0,0,3,0,1,0,6,0,0,0,0
14394.0,0,2,4,1,54,7,1,68,54,11,2,4,0,2
18206.0,1,1,0,0,2,2,0,2,2,1,0,0,0,0
18472.0,2,1,0,0,2,1,0,2,2,0,0,2,0,0
18486.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
21000.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
21487.0,0,3,2,0,0,3,0,0,0,2,0,0,0,0
21230.0,0,1,0,1,24,2,1,32,24,0,1,4,0,2
21358.0,2,0,0,0,7,0,6,5,9,0,0,0,0,0
21499.0,0,1,1,0,1,2,0,3,1,0,0,2,0,0
15805.0,0,4,4,0,10,5,1,18,11,3,0,1,0,0
24933.0,0,0,0,0,0,3,0,0,0,1,0,1,0,0
25027.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
25032.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
20836.0,0,1,1,0,0,2,0,1,0,0,0,0,0,0
18797.0,0,1,1,0,1,1,0,1,1,1,0,0,0,0
20477.0,1,1,0,0,3,1,1,4,3,1,2,1,0,0
20832.0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
17620.0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
21146.0,1,1,1,0,4,3,1,5,4,3,0,0,0,0
18602.0,0,0,1,0,1,0,0,4,1,0,0,0,0,0
20803.0,0,2,2,0,12,3,1,13,14,0,0,0,0,0
20826.0,0,1,0,0,1,2,1,2,1,1,0,1,0,0
14410.0,0,1,3,0,2,1,0,1,2,1,0,1,0,0
17615.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20775.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20815.0,1,2,0,0,2,2,0,3,6,2,0,1,0,0
18705.0,15,0,0,0,2,0,0,2,2,0,0,0,0,0
24692.0,0,1,0,0,0,7,0,3,0,7,0,3,0,0
25486.0,0,2,2,0,1,4,0,1,1,2,0,3,0,0
25527.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
25544.0,1,2,0,0,0,3,0,0,0,5,0,0,0,0
25551.0,0,0,0,0,0,0,0,0,0,5,0,2,0,0
16772.0,0,1,0,0,7,2,0,7,7,0,0,1,0,0
20664.0,0,8,1,0,0,1,0,0,0,1,0,0,0,0
15694.0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
22390.0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
25534.0,1,1,1,0,3,2,1,5,3,3,0,2,0,0
25542.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14193.0,0,3,2,1,12,6,0,23,12,12,1,1,0,0
15031.0,0,5,0,0,0,10,1,0,0,5,0,0,0,0
15064.0,0,1,2,0,1,2,0,1,1,0,0,0,0,0
15661.0,1,1,1,0,3,3,2,4,3,2,0,0,0,0
26578.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
26644.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
26661.0,0,1,1,0,0,2,0,0,0,1,0,0,0,0
24764.0,6,4,0,0,12,5,6,23,12,6,0,0,0,0
26643.0,0,1,0,0,4,1,0,4,4,1,0,0,0,0
15067.0,0,4,0,0,1,6,4,5,1,5,0,0,0,0
15069.0,0,2,2,0,1,4,0,1,1,2,0,0,0,0
15071.0,0,0,0,0,2,0,0,1,2,0,0,0,0,0
18757.0,0,0,1,0,3,0,0,3,3,0,0,1,0,0
23698.0,1,3,1,0,0,5,2,0,0,6,0,0,0,0
24355.0,3,0,0,0,4,0,3,5,4,0,0,0,0,0
24356.0,0,1,0,0,1,1,0,1,1,3,0,0,0,0
24369.0,0,0,0,0,3,0,0,3,3,0,0,0,0,0
24370.0,0,1,2,0,6,4,2,8,6,0,0,0,0,0
18678.0,0,1,1,0,1,1,1,1,1,0,0,0,0,0
18682.0,0,1,0,0,3,1,3,3,3,1,0,1,0,0
18683.0,0,2,0,0,1,2,0,4,1,1,0,0,0,0
16865.0,1,3,3,0,3,3,3,4,3,5,0,0,0,0
14277.0,0,1,0,0,10,3,7,16,10,0,0,0,0,0
16987.0,0,1,0,0,3,1,2,3,3,0,0,0,0,0
18679.0,0,1,0,0,0,4,0,0,0,1,0,2,0,0
24375.0,0,1,0,0,3,2,0,4,3,2,0,0,0,0
24864.0,0,1,1,0,1,3,0,1,1,3,0,0,0,0
17603.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
17629.0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
17378.0,0,2,0,0,1,2,0,3,1,3,0,0,0,0
20867.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20914.0,0,1,0,0,1,2,0,2,1,2,0,0,0,0
20917.0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
20918.0,0,4,1,0,13,7,0,25,15,6,0,0,0,0
19107.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19182.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
19369.0,0,0,0,0,0,6,0,0,0,4,0,0,0,0
19492.0,0,3,1,0,1,7,0,2,1,6,0,0,0,0
19500.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
19506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19560.0,0,1,0,0,2,3,0,3,2,0,0,1,0,0
24542.0,3,1,0,0,1,4,0,1,1,4,0,0,0,0
24546.0,1,1,0,0,4,2,4,5,4,0,0,0,0,0
24548.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24550.0,1,0,0,0,0,3,0,0,0,1,0,1,0,0
20604.0,1,2,0,0,0,2,0,0,0,1,0,0,0,0
16368.0,3,2,0,0,9,9,1,12,9,5,0,0,0,0
17462.0,0,4,1,0,5,8,0,8,7,7,0,0,0,0
18267.0,0,1,0,0,0,2,0,1,0,5,0,2,0,0
24488.0,0,1,0,0,0,1,0,0,0,3,0,0,0,0
24539.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24541.0,1,0,0,0,5,0,0,5,5,0,0,1,0,0
17630.0,4,0,0,0,1,0,0,3,1,3,0,0,0,0
18296.0,0,3,1,0,4,10,0,4,4,8,0,0,0,0
18349.0,0,1,0,0,1,2,0,2,1,0,0,0,0,0
20602.0,1,0,0,0,1,0,2,1,1,0,0,0,0,0
18931.0,0,1,2,0,9,2,0,10,9,0,0,0,0,0
19122.0,0,2,3,0,19,3,0,21,19,2,0,0,0,0
19563.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19849.0,4,0,1,0,5,0,1,4,5,0,0,0,0,0
19851.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
19853.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20534.0,1,4,0,0,4,8,0,4,4,2,0,0,0,0
20895.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22531.0,0,1,3,1,15,2,1,24,19,1,1,1,0,0
20896.0,0,2,2,0,6,2,5,8,7,2,0,0,0,0
20898.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
15802.0,0,1,1,0,2,1,0,3,2,1,0,1,0,0
21819.0,0,6,2,0,11,8,1,18,11,5,0,0,0,0
17188.0,0,0,0,0,5,1,0,6,5,1,0,1,0,0
23660.0,0,0,0,0,11,0,1,12,14,0,0,1,0,0
15742.0,0,1,0,0,1,7,1,1,1,3,1,3,0,0
16067.0,0,1,0,0,2,1,3,4,2,1,0,0,0,0
16146.0,0,1,0,0,0,2,0,1,0,1,0,0,0,0
15683.0,0,4,2,0,6,8,0,13,9,6,0,1,0,0
15685.0,0,1,0,0,6,1,0,10,6,0,0,0,0,0
22332.0,0,1,0,0,3,4,2,6,3,2,0,0,0,0
26351.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
26528.0,0,4,0,0,0,7,0,1,0,5,0,0,0,0
26530.0,2,0,0,0,1,0,0,1,1,0,0,0,0,0
17495.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
19491.0,1,2,1,0,1,5,0,1,1,3,0,0,0,0
20078.0,1,1,1,0,5,2,0,5,6,1,0,0,0,0
14860.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24070.0,0,1,0,0,1,6,0,1,1,3,0,1,0,0
17123.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
17129.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17130.0,0,1,1,0,1,2,0,1,1,0,0,0,0,0
19629.0,0,0,0,0,4,0,0,4,4,0,1,1,0,0
21978.0,0,1,0,0,2,1,0,2,2,0,0,0,0,0
22656.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22658.0,2,1,0,0,1,2,0,1,1,1,0,0,0,0
15593.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15681.0,0,1,0,0,0,6,0,0,0,2,1,1,0,0
17134.0,0,0,0,0,2,5,1,2,2,4,0,1,0,0
20000.0,0,2,3,0,6,3,1,7,6,3,0,0,0,0
23973.0,0,1,0,0,0,4,1,0,0,10,0,0,0,0
17811.0,6,1,0,0,1,3,0,1,1,0,0,0,0,0
19715.0,0,1,0,0,1,2,0,1,1,4,0,0,0,0
20084.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
21352.0,0,1,0,0,0,1,0,0,0,4,0,1,0,0
22959.0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
22991.0,0,2,1,0,1,3,0,3,1,2,0,0,0,0
23031.0,1,1,1,0,0,8,1,2,0,2,1,1,0,0
23034.0,0,1,2,0,4,2,0,5,4,3,0,3,0,0
23036.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
